,id,type,action,actor_id,actor_login,repo_id,repo_name,org_id,org_login,created_at,issue_id,issue_number,issue_title,body,issue_author_id,issue_author_login,issue_assignee_id,issue_assignee_login,issue_assignees.login,issue_assignees.id,issue_comment_id,issue_comment_author_id,issue_comment_author_login,pull_merged,pull_merge_commit_sha,pull_merged_by_id,pull_merged_by_login,pull_requested_reviewer_id,pull_requested_reviewer_login,pull_base_ref,pull_head_repo_id,pull_head_repo_name,pull_head_ref,repo_description,pull_review_id,pull_review_comment_id,pull_review_comment_path,pull_review_comment_author_id,pull_review_comment_author_login,push_id,push_ref,push_head,push_commits.name,push_commits.email,push_commits.message,fork_forkee_id,fork_forkee_full_name,fork_forkee_owner_id,fork_forkee_owner_login,delete_ref,delete_ref_type,create_ref,create_ref_type,create_master_branch,member_id,member_login,release_id,release_tag_name,release_name,release_author_id,release_author_login,release_body,release_assets.name,commit_comment_id,commit_comment_author_id,commit_comment_author_login,commit_comment_path,commit_comment_sha
13,33418468131,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-17 03:35:05,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_test_ci,branch,master,0,,0,,,0,,,[],0,0,,,
14,33293076002,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-13 06:51:57,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,fix_ha_test,branch,master,0,,0,,,0,,,[],0,0,,,
15,33502842398,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-21 06:39:01,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,fix_ci,branch,master,0,,0,,,0,,,[],0,0,,,
16,33502971300,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-21 06:45:56,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,fix_ci_skip_procedure,branch,master,0,,0,,,0,,,[],0,0,,,
17,33503885137,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-21 07:30:32,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,codescan_pr_base,branch,master,0,,0,,,0,,,[],0,0,,,
18,33504041317,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-11-21 07:37:44,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,codescan_pr_merge,branch,master,0,,0,,,0,,,[],0,0,,,
19,29552552049,CreateEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-06-06 06:13:22,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,v3.5.0,tag,master,0,,0,,,0,,,[],0,0,,,
20,29555482700,CreateEvent,added,1132769,hjk41,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-06-06 08:28:26,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,fix_readme_links,branch,master,0,,0,,,0,,,[],0,0,,,
21,29450724365,CreateEvent,added,49699333,dependabot[bot],528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-06-01 04:02:41,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dependabot/pip/src/python/FMA_shell/pkg/requests-2.31.0,branch,master,0,,0,,,0,,,[],0,0,,,
22,29450731370,CreateEvent,added,49699333,dependabot[bot],528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-06-01 04:03:14,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dependabot/pip/src/python/FMA_shell/requests-2.31.0,branch,master,0,,0,,,0,,,[],0,0,,,
23,31284120716,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-22 11:33:11,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_qsp_integrate_gar,branch,master,0,,0,,,0,,,[],0,0,,,
24,31090179728,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-14 02:30:13,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,v3.6.0,tag,master,0,,0,,,0,,,[],0,0,,,
25,31143046288,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-16 02:46:47,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,remove_config_verbose_lsl,branch,master,0,,0,,,0,,,[],0,0,,,
26,30497777644,CreateEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-07-18 12:06:07,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,v3.5.1,tag,master,0,,0,,,0,,,[],0,0,,,
27,30518427293,CreateEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-07-19 06:07:28,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,v3.5.1,tag,master,0,,0,,,0,,,[],0,0,,,
28,30308195144,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-07-10 10:57:45,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_geo,branch,master,0,,0,,,0,,,[],0,0,,,
29,30308241053,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-07-10 10:59:40,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_javaapi,branch,master,0,,0,,,0,,,[],0,0,,,
30,30258264974,CreateEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-07-07 05:52:02,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,343264f,branch,master,0,,0,,,0,,,[],0,0,,,
31,28183927668,CreateEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-04-04 06:12:31,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,maste,branch,master,0,,0,,,0,,,[],0,0,,,
32,27683107887,CreateEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-03-13 15:24:24,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,v3.4.0,tag,master,0,,0,,,0,,,[],0,0,,,
33,27653422665,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-03-11 17:21:40,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_qsp,branch,master,0,,0,,,0,,,[],0,0,,,
34,27667364985,CreateEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-03-13 03:30:39,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,dev_qsp,branch,master,0,,0,,,0,,,[],0,0,,,
35,31317260479,DeleteEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-23 13:21:15,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,3.4.1,tag,,branch,,0,,0,,,0,,,[],0,0,,,
36,31796866439,DeleteEvent,added,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-13 08:35:22,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,dev_qsp_fix_ghci,branch,,branch,,0,,0,,,0,,,[],0,0,,,
37,31603827783,DeleteEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-05 10:56:56,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,dev_qsp_integrate_gar,branch,,branch,,0,,0,,,0,,,[],0,0,,,
38,31973577886,DeleteEvent,added,7361726,qishipengqsp,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-20 14:12:56,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,github_work,branch,,branch,,0,,0,,,0,,,[],0,0,,,
39,32139218575,DeleteEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-27 10:46:54,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,fix_code_scan,branch,,branch,,0,,0,,,0,,,[],0,0,,,
40,30896409357,ForkEvent,added,1468601,yanhe,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-04 09:41:53,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],674582828,yanhe/tugraph-db,1468601,yanhe,,,,branch,,0,,0,,,0,,,[],0,0,,,
41,31653238075,ForkEvent,added,16642335,UncleLLD,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-07 01:23:57,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],688255819,UncleLLD/tugraph-db,16642335,UncleLLD,,,,branch,,0,,0,,,0,,,[],0,0,,,
42,32162812451,ForkEvent,added,20724522,JIMXUHT,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-28 06:02:32,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],697619803,JIMXUHT/tugraph-db,20724522,JIMXUHT,,,,branch,,0,,0,,,0,,,[],0,0,,,
43,32065641538,ForkEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-25 02:33:39,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],696068072,lipanpan03/tugraph-db,41904587,lipanpan03,,,,branch,,0,,0,,,0,,,[],0,0,,,
44,32065765232,ForkEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-25 02:44:20,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],696070637,lipanpan03/tugraph-db,41904587,lipanpan03,,,,branch,,0,,0,,,0,,,[],0,0,,,
45,32160811934,ForkEvent,added,41904587,lipanpan03,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-28 03:22:46,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],697581351,lipanpan03/tugraph-db,41904587,lipanpan03,,,,branch,,0,,0,,,0,,,[],0,0,,,
46,31636667039,ForkEvent,added,44796692,adsszl,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-06 12:38:57,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],687994934,adsszl/tugraph-db,44796692,adsszl,,,,branch,,0,,0,,,0,,,[],0,0,,,
47,31708701958,ForkEvent,added,67896187,zhangjinyi-star,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-09 02:26:32,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],689178561,zhangjinyi-star/tugraph-db,67896187,zhangjinyi-star,,,,branch,,0,,0,,,0,,,[],0,0,,,
48,31897925042,ForkEvent,added,143675346,web-logs2,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-18 04:48:56,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],692970906,web-logs2/tugraph-db-7,143675346,web-logs2,,,,branch,,0,,0,,,0,,,[],0,0,,,
49,31897936800,ForkEvent,added,143675346,web-logs2,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-18 04:50:00,0,0,,,0,,0,,[],[],0,0,,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],692971129,web-logs2/tugraph-db-8,143675346,web-logs2,,,,branch,,0,,0,,,0,,,[],0,0,,,
50,30811794204,IssueCommentEvent,created,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-01 10:54:32,1806465445,251,,还有CLA需要过下,83819142,hanwen-sun,0,,[],[],1660072658,938693,knightast,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
51,30859954419,IssueCommentEvent,created,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-03 01:32:45,1828256104,266,,Primary Key作为后续添加的一个特性，该接口应该要添加,52989512,Sj-g,0,,[],[],1663169965,938693,knightast,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
52,30914063586,IssueCommentEvent,created,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-05 03:51:09,1804582104,250,,Has solved by another commit.,41904587,lipanpan03,0,,[],[],1666376677,938693,knightast,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
53,31153193788,IssueCommentEvent,created,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-16 11:25:19,1852464820,278,,好主意,1644773,CAQ,0,,[],[],1680425997,938693,knightast,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
54,31091224197,IssueCommentEvent,created,15341849,ljcui,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-14 04:07:43,1844497261,274,,"keep_vid_in_memory 为false导入失败，是因为点数据有重复，目前没过滤好，下个版本会修复下。
可以先用其他办法把数据清洗下，然后再试试 keep_vid_in_memory 为false，是否还有报错。",86821930,19wyy,0,,[],[],1676641537,15341849,ljcui,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
55,30962613576,IssueCommentEvent,created,19399140,Clarkclk,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-08 05:57:08,1840567827,272,,Louvain算法我们计划近期会开源,69884447,wanghang-github,0,,[],[],1668953765,19399140,Clarkclk,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
56,31287123164,IssueCommentEvent,created,22429695,codecov[bot],528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-22 13:18:54,1861268763,281,,"## [Codecov](https://app.codecov.io/gh/TuGraph-family/tugraph-db/pull/281?src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) Report
> Merging [#281](https://app.codecov.io/gh/TuGraph-family/tugraph-db/pull/281?src=pr&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) (71d0825) into [master](https://app.codecov.io/gh/TuGraph-family/tugraph-db/commit/72ada111fee418fc511e5c26ec80ca91d3e06b87?el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) (72ada11) will **decrease** coverage by `0.03%`.
> The diff coverage is `n/a`.

```diff
@@            Coverage Diff             @@
##           master     #281      +/-   ##
==========================================
- Coverage   81.87%   81.84%   -0.03%     
==========================================
  Files         244      244              
  Lines       32571    32571              
==========================================
- Hits        26666    26659       -7     
- Misses       5905     5912       +7     
```
",7361726,qishipengqsp,0,,[],[],1688174288,22429695,codecov[bot],0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
57,30966460446,IssueCommentEvent,created,57247597,anqingliang,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-08-08 08:44:36,1840857513,273,,"![图片](https://github.com/TuGraph-family/tugraph-db/assets/57247597/92d8989b-dfad-454b-8b05-564a552c4ab3)
",57247597,anqingliang,0,,[],[],1669185053,57247597,anqingliang,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
58,31956721157,IssueCommentEvent,created,938693,knightast,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-20 01:58:13,1834201754,268,,"可以先用这个： https://hub.docker.com/r/tugraph/tugraph-runtime-arm64v8-centos7
后续会合并到： https://hub.docker.com/r/tugraph/tugraph-runtime-centos7",938693,knightast,0,,[],[],1726768803,938693,knightast,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
59,31551687953,IssueCommentEvent,created,11571300,CLAassistant,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-02 06:01:51,1878380559,283,,"[![CLA assistant check](https://cla-assistant.io/pull/badge/not_signed)](https://cla-assistant.io/TuGraph-family/tugraph-db?pullRequest=283) <br/>Thank you for your submission! We really appreciate it. Like many open source projects, we ask that you sign our [Contributor License Agreement](https://cla-assistant.io/TuGraph-family/tugraph-db?pullRequest=283) before we can accept your contribution.<br/><sub>You have signed the CLA already but the status is still pending? Let us [recheck](https://cla-assistant.io/check/TuGraph-family/tugraph-db?pullRequest=283) it.</sub>",39417815,yangyang233333,0,,[],[],1703721170,11571300,CLAassistant,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
60,31551687988,IssueCommentEvent,created,11571300,CLAassistant,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-02 06:01:51,1878380559,283,,"[![CLA assistant check](https://cla-assistant.io/pull/badge/not_signed)](https://cla-assistant.io/TuGraph-family/tugraph-db?pullRequest=283) <br/>Thank you for your submission! We really appreciate it. Like many open source projects, we ask that you sign our [Contributor License Agreement](https://cla-assistant.io/TuGraph-family/tugraph-db?pullRequest=283) before we can accept your contribution.<br/><sub>You have signed the CLA already but the status is still pending? Let us [recheck](https://cla-assistant.io/check/TuGraph-family/tugraph-db?pullRequest=283) it.</sub>",39417815,yangyang233333,0,,[],[],1703721172,11571300,CLAassistant,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
61,31665326922,IssueCommentEvent,created,15341849,ljcui,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-07 11:48:01,1844497261,274,,4.0版本 这个问题已经修复。,86821930,19wyy,0,,[],[],1710010302,15341849,ljcui,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
62,31665571664,IssueCommentEvent,created,15341849,ljcui,528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-07 11:58:19,1846237875,276,,"在线导入一次的批量比较大，在加上用的的机械硬盘，单个导入请求耗时太长，导致超时。
换成SSD后不再超时，顺利导入。",86821930,19wyy,0,,[],[],1710022916,15341849,ljcui,0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
63,31742475096,IssueCommentEvent,created,22429695,codecov[bot],528766495,TuGraph-family/tugraph-db,107394922,TuGraph-family,2023-09-11 13:28:24,1890311345,287,,"## [Codecov](https://app.codecov.io/gh/TuGraph-family/tugraph-db/pull/287?src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) Report
> Merging [#287](https://app.codecov.io/gh/TuGraph-family/tugraph-db/pull/287?src=pr&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) (17bac94) into [master](https://app.codecov.io/gh/TuGraph-family/tugraph-db/commit/122a1e5700b71fcff9fb63230140d18459437c0f?el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=TuGraph-family) (122a1e5) will **increase** coverage by `0.13%`.
> Report is 13 commits behind head on master.
> The diff coverage is `77.77%`.

```diff
@@            Coverage Diff             @@
##           master     #287      +/-   ##
==========================================
+ Coverage   78.05%   78.19%   +0.13%     
==========================================
  Files         396      396              
  Lines       36335    36464     +129     
==========================================
+ Hits        28363    28513     +150     
+ Misses       7972     7951      -21     
```
",7361726,qishipengqsp,0,,[],[],1713885535,22429695,codecov[bot],0,,0,,0,,,0,,,,0,0,,0,,0,,,[],[],[],0,,0,,,,,branch,,0,,0,,,0,,,[],0,0,,,
